0.00	0.00	0.00	0.00	0.00	0.00	13513682.00	9879660.00
0.00	0.00	0.00	0.00	0.00	0.00	13528882.00	10032289.00
0.00	0.00	0.00	0.00	0.00	0.00	13535503.00	10038079.00
0.00	0.00	0.00	0.00	0.00	0.00	13549836.00	10084191.00
0.00	0.00	0.00	0.00	0.00	0.00	14241893.00	10229713.00
0.00	0.00	0.00	0.00	0.00	0.00	14255349.00	10289247.00
0.00	0.00	0.00	0.00	0.00	0.00	14260303.00	10355467.00
0.00	0.00	0.00	0.00	0.00	0.00	14280951.00	10444864.00
0.00	0.00	0.00	0.00	0.00	0.00	14542135.00	10445914.00
0.00	0.00	0.00	0.00	0.00	0.00	14736018.00	10449716.00
0.00	0.00	0.00	0.00	0.00	0.00	15160338.00	10461262.00
0.00	0.00	0.00	0.00	0.00	0.00	15507967.00	10476634.00
0.00	0.00	0.00	0.00	0.00	0.00	15567861.00	10560461.00
0.00	0.00	0.00	0.00	0.00	0.00	15584571.00	10622777.00
0.00	0.00	0.00	0.00	0.00	0.00	15603224.00	10804682.00
0.00	0.00	0.00	0.00	0.00	0.00	15780475.00	11100667.00
0.00	0.00	0.00	0.00	0.00	0.00	15790971.00	11104818.00
0.00	0.00	0.00	0.00	0.00	0.00	16118181.00	11309296.00
0.00	0.00	0.00	0.00	0.00	0.00	16140972.00	11339140.00
0.00	0.00	0.00	0.00	0.00	0.00	16416326.00	11347843.00
0.00	0.00	0.00	0.00	0.00	0.00	16593136.00	11392582.00
0.00	0.00	0.00	0.00	0.00	0.00	16594179.00	11562071.00
0.00	0.00	0.00	0.00	0.00	0.00	16685363.00	11562885.00
0.00	0.00	0.00	0.00	0.00	0.00	16834139.00	11568411.00
0.00	0.00	0.00	0.00	0.00	0.00	16855407.00	11587541.00
0.00	0.00	0.00	0.00	0.00	0.00	16956077.00	11589016.00
0.00	0.00	0.00	0.00	0.00	0.00	17014262.00	11637827.00
0.00	0.00	0.00	0.00	0.00	0.00	17051438.00	11651313.00
0.00	0.00	0.00	0.00	0.00	0.00	17122711.00	11699869.00
0.00	0.00	0.00	0.00	0.00	0.00	17287726.00	11779874.00
0.00	0.00	0.00	0.00	0.00	0.00	17288807.00	11858324.00
0.00	0.00	0.00	0.00	0.00	0.00	17351965.00	11906674.00
0.00	0.00	0.00	0.00	0.00	0.00	17426772.00	11935116.00
0.00	0.00	0.00	0.00	0.00	0.00	17430144.00	11951068.00
0.00	0.00	0.00	0.00	0.00	0.00	17510313.00	12051333.00
0.00	0.00	0.00	0.00	0.00	0.00	17604635.00	12175790.00
0.00	0.00	0.00	0.00	0.00	0.00	17698221.00	12308810.00
0.00	0.00	0.00	0.00	0.00	0.00	17855831.00	12394471.00
0.00	0.00	0.00	0.00	0.00	0.00	17944485.00	12547149.00
0.00	0.00	0.00	0.00	0.00	0.00	18064581.00	12697079.00
0.00	0.00	0.00	0.00	0.00	0.00	18134995.00	12741582.00
0.00	0.00	0.00	0.00	0.00	0.00	18453051.00	12777274.00
0.00	0.00	0.00	0.00	0.00	0.00	18464008.00	12781432.00
0.00	0.00	0.00	0.00	0.00	0.00	18465621.00	12786020.00
0.00	0.00	0.00	0.00	0.00	0.00	18763975.00	12816340.00
0.00	0.00	0.00	0.00	0.00	0.00	18927488.00	12905011.00
0.00	0.00	0.00	0.00	0.00	0.00	18946424.00	12977923.00
0.00	0.00	0.00	0.00	0.00	0.00	18990935.00	13044095.00
0.00	0.00	0.00	0.00	0.00	0.00	19062229.00	13282677.00
0.00	0.00	0.00	0.00	0.00	0.00	19082074.00	13292458.00
0.00	0.00	0.00	0.00	0.00	0.00	19292981.00	13357201.00
0.00	0.00	0.00	0.00	0.00	0.00	19351887.00	13517179.00
0.00	0.00	0.00	0.00	0.00	0.00	19355177.00	13539352.00
0.00	0.00	0.00	0.00	0.00	0.00	19358786.00	13546320.00
0.00	0.00	0.00	0.00	0.00	0.00	19362302.00	13786102.00
0.00	0.00	0.00	0.00	0.00	0.00	19368557.00	14074273.00
0.00	0.00	0.00	0.00	0.00	0.00	19374241.00	14202492.00
0.00	0.00	0.00	0.00	0.00	0.00	19376193.00	14262145.00
0.00	0.00	0.00	0.00	0.00	0.00	19388738.00	14512810.00
0.00	0.00	0.00	0.00	0.00	0.00	19420138.00	14626747.00
0.00	0.00	0.00	0.00	0.00	0.00	19434756.00	14632497.00
0.00	0.00	0.00	0.00	0.00	0.00	20167375.00	14718071.00
0.00	0.00	0.00	0.00	0.00	0.00	20174073.00	14723371.00
0.00	0.00	0.00	0.00	0.00	0.00	20192918.00	14854677.00
0.00	0.00	0.00	0.00	0.00	0.00	20529508.00	15102266.00
0.00	0.00	0.00	0.00	0.00	0.00	20548583.00	15227901.00
0.00	0.00	0.00	0.00	0.00	0.00	20949029.00	15231126.00
0.00	0.00	0.00	0.00	0.00	0.00	21422860.00	15427391.00
0.00	0.00	0.00	0.00	0.00	0.00	21627490.00	15442394.00
0.00	0.00	0.00	0.00	0.00	0.00	21869653.00	15466045.00
0.00	0.00	0.00	0.00	0.00	0.00	22034375.00	15496009.00
0.00	0.00	0.00	0.00	0.00	0.00	22062182.00	15608366.00
0.00	0.00	0.00	0.00	0.00	0.00	22087015.00	15773003.00
0.00	0.00	0.00	0.00	0.00	0.00	22099975.00	15824052.00
0.00	0.00	0.00	0.00	0.00	0.00	22107205.00	15854227.00
0.00	0.00	0.00	0.00	0.00	0.00	22108799.00	15891977.00
0.00	0.00	0.00	0.00	0.00	0.00	22109105.00	15994737.00
0.00	0.00	0.00	0.00	0.00	0.00	22113567.00	15996503.00
0.00	0.00	0.00	0.00	0.00	0.00	22137357.00	16093416.00
0.00	0.00	0.00	0.00	0.00	0.00	22210836.00	16409518.00
0.00	0.00	0.00	0.00	0.00	0.00	22212709.00	16468760.00
0.00	0.00	0.00	0.00	0.00	0.00	22223275.00	16621969.00
0.00	0.00	0.00	0.00	0.00	0.00	22295976.00	16672629.00
0.00	0.00	0.00	0.00	0.00	0.00	22404158.00	16888582.00
0.00	0.00	0.00	0.00	0.00	0.00	22538918.00	16911649.00
0.00	0.00	0.00	0.00	0.00	0.00	22789076.00	17007489.00
0.00	0.00	0.00	0.00	0.00	0.00	22803901.00	17074678.00
0.00	0.00	0.00	0.00	0.00	0.00	22820284.00	17118893.00
0.00	0.00	0.00	0.00	0.00	0.00	22824029.00	17125040.00
0.00	0.00	0.00	0.00	0.00	0.00	22998095.00	17411063.00
0.00	0.00	0.00	0.00	0.00	0.00	23097795.00	17420134.00
0.00	0.00	0.00	0.00	0.00	0.00	23151264.00	17465624.00
0.00	0.00	0.00	0.00	0.00	0.00	23265917.00	17489616.00
0.00	0.00	0.00	0.00	0.00	0.00	23270968.00	17850785.00
0.00	0.00	0.00	0.00	0.00	0.00	23298916.00	17935697.00
0.00	0.00	0.00	0.00	0.00	0.00	23302821.00	17955383.00
0.00	0.00	0.00	0.00	0.00	0.00	23313853.00	18024514.00
0.00	0.00	0.00	0.00	0.00	0.00	23455762.00	18065487.00
0.00	0.00	0.00	0.00	0.00	0.00	23475075.00	18193389.00
0.00	0.00	0.00	0.00	0.00	0.00	23483618.00	18308673.00
0.00	0.00	0.00	0.00	0.00	0.00	23873803.00	18512400.00
0.00	0.00	0.00	0.00	0.00	0.00	23887883.00	18515322.00
0.00	0.00	0.00	0.00	0.00	0.00	23900420.00	18517142.00
0.00	0.00	0.00	0.00	0.00	0.00	24176447.00	18726408.00
0.00	0.00	0.00	0.00	0.00	0.00	24194775.00	18753721.00
0.00	0.00	0.00	0.00	0.00	0.00	24275317.00	18861561.00
0.00	0.00	0.00	0.00	0.00	0.00	24586289.00	19429669.00
0.00	0.00	0.00	0.00	0.00	0.00	24649089.00	19547709.00
0.00	0.00	0.00	0.00	0.00	0.00	24662628.00	19897956.00
0.00	0.00	0.00	0.00	0.00	0.00	24670077.00	20060242.00
0.00	0.00	0.00	0.00	0.00	0.00	24674168.00	20089091.00
0.00	0.00	0.00	0.00	0.00	0.00	24683426.00	20113791.00
0.00	0.00	0.00	0.00	0.00	0.00	24699909.00	20161134.00
0.00	0.00	0.00	0.00	0.00	0.00	24717109.00	20181659.00
0.00	0.00	0.00	0.00	0.00	0.00	24775805.00	20213641.00
0.00	0.00	0.00	0.00	0.00	0.00	24790714.00	20336111.00
0.00	0.00	0.00	0.00	0.00	0.00	24814383.00	20360156.00
0.00	0.00	0.00	0.00	0.00	0.00	24844367.00	20405032.00
0.00	0.00	0.00	0.00	0.00	0.00	24847067.00	20656185.00
0.00	0.00	0.00	0.00	0.00	0.00	24848215.00	20826600.00
0.00	0.00	0.00	0.00	0.00	0.00	24905929.00	20885063.00
0.00	0.00	0.00	0.00	0.00	0.00	24925335.00	20899314.00
0.00	0.00	0.00	0.00	0.00	0.00	24973957.00	20903815.00
0.00	0.00	0.00	0.00	0.00	0.00	25183191.00	21146182.00
0.00	0.00	0.00	0.00	0.00	0.00	25347161.00	21176878.00
0.00	0.00	0.00	0.00	0.00	0.00	25578749.00	21220945.00
0.00	0.00	0.00	0.00	0.00	0.00	25753577.00	21335771.00
